"","zone","state","N.child","prop.lowstart","prop.highby30","p.upmover","Urban","Black","Seg_racial","Seg_income","Seg_poverty","Seg_affluence","Commute","Income","Gini","Share01","Gini_99","Middle_class","Local_tax_rate","Local_gov_spending","Progressivity","EITC","School_spending","Student_teacher_ratio","Test_scores","HS_dropout","Colleges","Tuition","Graduation","Labor_force_participation","Manufacturing","Chinese_imports","Teenage_labor","Migration_in","Migration_out","Foreign_born","Social_capital","Religious","Violent_crime","Single_mothers","Divorced","Married","Longitude","Latitude"
"20700","Keene","NH",9517,0.132,0.18,0.09,0,0.004,0.024,0.025,0.03,0.023,0.407,37048,0.478,24.837,0.229,0.593,0.042,1856,0,0,8.513,14.3,1.881,0.015,0.017,4732,0.059,0.693,0.159,1.616,0.006,0.024,0.017,0.025,0.684,0.293,0.001,0.199,0.107,0.545,-72.474739074707,43.0325889587402
"20901","Bridgeport","CT",225772,0.135,0.255,0.079,1,0.087,0.269,0.117,0.097,0.13,0.308,53281,0.49,21.68,0.274,0.438,0.026,2476,0,0,8.888,14.9,-4.993,NA,0.008,9747,-0.084,0.666,0.148,1.271,0.005,0.014,0.016,0.109,0.493,0.579,0.002,0.217,0.093,0.55,-72.6092910766602,41.6280708312988
"21001","Ashland","WI",4226,0.174,0.195,0.091,0,0.001,0.236,0.011,0.01,0.009,0.533,32218,0.32,7.108,0.249,0.646,0.027,2725,0.25,11.667,7.119,16.3,7.588,NA,0.021,14415,0.234,0.632,0.199,1.231,0.006,0.007,0.008,0.01,1.525,0.583,0,0.178,0.097,0.576,-90.6493072509766,46.1779747009277
"21002","Houghton","MI",3463,0.152,0.223,0.102,0,0.018,0.124,0.016,0.019,0.01,0.55,26975,0.376,12.232,0.254,0.638,0.02,2240,0,0,6.434,18,7.375,NA,0.042,4935,0.23,0.563,0.089,0.202,0.006,0.007,0.006,0.023,0.46,0.502,0.001,0.192,0.084,0.485,-88.5094833374023,47.1474723815918
"21003","Ironwood","MI",2431,0.213,0.206,0.121,0,0.01,0.159,0.012,0.012,0.012,0.554,32111,0.332,6.552,0.266,0.636,0.025,3036,0,0,6.902,15.4,8.369,NA,0.031,1922,0.084,0.534,0.143,0.262,0.006,0.004,0.004,0.014,1.087,0.552,0,0.203,0.094,0.578,-89.6147308349609,46.4919624328613
"21004","Rhinelander","WI",5235,0.158,0.22,0.106,0,0.004,0.198,0.013,0.012,0.012,0.509,37115,0.403,10.478,0.299,0.608,0.038,2512,0.25,11.667,7.827,16.1,2.187,NA,0.015,2018,-0.153,0.597,0.107,0.415,0.007,0.019,0.015,0.015,1.928,0.593,0,0.184,0.103,0.616,-89.0856475830078,45.8335456848145
"21101","Rice Lake","WI",8395,0.18,0.21,0.102,0,0.002,0.185,0.007,0.007,0.006,0.499,33974,0.407,14.031,0.267,0.614,0.028,2679,0.25,11.667,7.359,15.7,6.642,-0.027,0.032,3003,0.074,0.639,0.224,0.762,0.006,0.014,0.015,0.013,1.542,0.568,0,0.178,0.097,0.598,-91.4096221923828,45.6672897338867
"21102","Amery","WI",4820,0.139,0.216,0.129,0,0.002,0.066,0.021,0.019,0.024,0.356,36392,0.311,7.72,0.233,0.625,0.026,2604,0.25,11.667,8.83,16.3,7.446,NA,NA,NA,NA,0.649,0.266,0.85,0.007,0.031,0.022,0.01,1.572,0.522,0,0.163,0.101,0.601,-92.5343780517578,45.7065849304199
"21202","Redwood Falls","MN",3402,0.104,0.332,0.197,0,0.001,0.098,0.005,0.005,0.007,0.571,37685,0.285,7.039,0.214,0.689,0.021,2928,2.5,17.286,6.256,15.8,7.455,-0.026,NA,NA,NA,0.653,0.184,0.887,0.008,0.012,0.017,0.013,2.83,0.874,0.002,0.138,0.068,0.615,-95.0502319335938,44.5783004760742
"21302","Owatonna","MN",9606,0.075,0.268,0.138,0,0.014,0.085,0.025,0.023,0.027,0.544,35164,0.28,8.304,0.197,0.623,0.018,2862,2.5,17.286,7.047,17.5,6.546,0.002,0.027,20533,0.454,0.705,0.232,1.749,0.007,0.025,0.021,0.038,1.71,0.726,0.001,0.151,0.08,0.579,-93.3868789672852,44.1446380615234
"21600","Brainerd","MN",11748,0.196,0.21,0.084,0,0.002,0.226,0.021,0.019,0.02,0.42,35545,0.396,9.384,0.302,0.578,0.028,3062,2.5,17.286,6.687,16.9,9.205,0.018,0.021,2234,-0.013,0.602,0.125,0.633,0.007,0.024,0.016,0.011,1.698,0.6,0.001,0.184,0.097,0.61,-94.1722030639648,46.6966896057129
"21702","Austin","MN",5901,0.117,0.249,0.118,0,0.004,0.088,0.034,0.032,0.039,0.555,38505,0.282,5.818,0.224,0.673,0.017,4542,2.5,17.286,6.479,18,3.989,0.012,0.014,2594,0.01,0.644,0.238,0.804,0.007,0.012,0.019,0.034,2.541,0.758,0.002,0.181,0.086,0.589,-93.0618896484375,43.6721839904785
"21802","Decorah","IA",6134,0.114,0.301,0.166,0,0.003,0.047,0.007,0.009,0.007,0.542,34000,0.303,9.119,0.212,0.698,0.026,2420,2.86,3.714,5.926,14.8,10.219,-0.025,0.028,9547,0.124,0.661,0.213,0.321,0.007,0.007,0.011,0.012,2.055,0.864,0,0.14,0.065,0.602,-92.3541717529297,43.2467956542969
"22001","Waterloo","IA",18080,0.134,0.286,0.122,1,0.047,0.264,0.041,0.036,0.04,0.492,34720,0.348,9.541,0.253,0.592,0.024,2231,2.86,3.714,6.214,17.2,1.667,-0.011,0.027,4904,0.164,0.66,0.183,0.581,0.007,0.01,0.011,0.026,1.346,0.665,0.001,0.197,0.08,0.564,-92.3131866455078,42.5283737182617
"22200","Cedar Rapids","IA",19330,0.093,0.273,0.117,1,0.021,0.082,0.056,0.046,0.065,0.42,40330,0.335,10.673,0.228,0.568,0.023,2109,2.86,3.714,5.973,16.8,3.361,-0.021,0.02,6043,-0.114,0.712,0.192,0.775,0.006,0.018,0.017,0.021,1.241,0.58,0.002,0.177,0.097,0.581,-91.6312637329102,41.9913520812988
"22300","Ottumwa","IA",11669,0.149,0.251,0.124,0,0.005,0.055,0.03,0.024,0.037,0.493,33871,0.379,12.797,0.251,0.633,0.022,2149,2.86,3.714,6.09,15.6,3.07,-0.01,0.035,6514,0.033,0.646,0.245,0.492,0.006,0.01,0.011,0.017,1.372,0.478,0.001,0.167,0.098,0.595,-92.4260864257812,41.0566139221191
"22602","Shawano","WI",5203,0.17,0.2,0.084,0,0.002,0.382,0.018,0.019,0.018,0.447,33696,0.348,9.495,0.253,0.639,0.021,2475,0.25,11.667,7.075,15.4,2.282,-0.019,0.03,2640,-0.171,0.639,0.211,0.605,0.006,0.019,0.02,0.012,0.65,0.718,0,0.184,0.088,0.598,-88.799934387207,45.0303230285645
"23000","Monroe","WI",10711,0.132,0.263,0.167,1,0.005,0.063,0.018,0.019,0.018,0.461,33582,0.325,9.444,0.231,0.649,0.023,2528,0.25,11.667,8.237,14.8,8.85,NA,0.017,2517,0.179,0.685,0.2,2.739,0.007,0.018,0.02,0.01,0.799,0.676,0,0.15,0.078,0.587,-90.5752639770508,42.8756561279297
"23100","Madison","WI",41609,0.092,0.243,0.092,1,0.03,0.14,0.09,0.095,0.083,0.365,40576,0.381,13.799,0.243,0.524,0.029,2839,0.25,11.667,7.953,15.2,3.277,NA,0.01,3128,0.022,0.733,0.132,0.699,0.007,0.027,0.026,0.049,1.86,0.546,0,0.175,0.091,0.536,-89.6100234985352,43.4425773620605
"23301","Charleston","IL",7441,0.163,0.21,0.096,0,0.016,0.071,0.034,0.039,0.025,0.481,31206,0.352,6.921,0.283,0.604,0.017,1503,0,0.476,4.034,17.3,9.104,0.016,0.02,2968,0.111,0.63,0.223,1.55,0.005,0.013,0.014,0.011,0.609,0.456,NA,0.187,0.098,0.53,-87.8572311401367,39.4560966491699
"23600","Burlington","IA",11624,0.14,0.23,0.102,0,0.021,0.092,0.026,0.026,0.024,0.502,35038,0.318,8.255,0.235,0.646,0.022,1881,2.86,3.714,5.634,15.4,1.478,-0.008,0.015,3922,-0.142,0.645,0.254,1.23,0.006,0.006,0.008,0.012,1.368,0.503,0.003,0.197,0.108,0.584,-91.4277954101562,40.6801147460938
"23802","Clinton","IA",6108,0.138,0.271,0.114,0,0.013,0.075,0.026,0.019,0.03,0.479,34146,0.306,7.263,0.234,0.631,0.023,2139,2.86,3.714,6.098,15.4,5.201,-0.006,0.014,13200,-0.098,0.663,0.232,0.605,0.006,0.016,0.016,0.012,1.108,0.593,0.002,0.188,0.096,0.586,-90.4713363647461,42.0050468444824
"24100","Milwaukee","WI",131294,0.149,0.227,0.045,1,0.141,0.436,0.115,0.106,0.118,0.312,42464,0.428,14.82,0.28,0.49,0.027,2977,0.25,11.667,7.74,17,-4.162,0.001,0.009,9352,0.002,0.683,0.216,1.171,0.006,0.013,0.017,0.051,1.121,0.561,0,0.245,0.092,0.532,-88.3217849731445,43.2040901184082
"24300","Chicago","IL",576412,0.167,0.222,0.065,1,0.188,0.431,0.115,0.104,0.12,0.201,45757,0.521,19.375,0.328,0.443,0.034,2784,0,0.476,6.148,18.5,-7.514,0.035,0.01,9793,-0.143,0.661,0.154,1.184,0.004,0.011,0.018,0.174,-0.533,0.571,0.002,0.208,0.083,0.521,-88.1881637573242,41.7979202270508
"24500","Rolla","MO",8717,0.245,0.16,0.08,0,0.05,0.155,0.036,0.041,0.035,0.463,26402,0.365,8.074,0.284,0.588,0.01,1536,0,0,5.264,15.6,2.588,-0.008,0.018,4410,0.289,0.635,0.129,4.171,0.004,0.03,0.03,0.033,-0.632,0.481,0.001,0.177,0.089,0.597,-91.3987579345703,37.5368385314941
"24600","Farmington","MO",11322,0.231,0.185,0.085,0,0.015,0.104,0.023,0.024,0.022,0.368,27773,0.384,10.866,0.276,0.599,0.012,1358,0,0,4.863,16.4,0.327,-0.004,0.007,1800,-0.039,0.572,0.204,5.628,0.005,0.017,0.012,0.008,-0.126,0.56,0.001,0.19,0.105,0.59,-90.2458267211914,37.7623176574707
"24802","Springfield","IL",21656,0.153,0.227,0.067,1,0.078,0.23,0.087,0.077,0.097,0.367,40182,0.429,17.164,0.257,0.527,0.019,2261,0,0.476,5.01,19,0.902,-0.015,0.015,5550,-0.042,0.668,0.065,0.191,0.006,0.015,0.016,0.017,1.834,0.566,0.002,0.228,0.118,0.556,-89.5787887573242,39.9170379638672
"24900","Edwardsville","IL",31683,0.159,0.233,0.087,1,0.057,0.21,0.045,0.037,0.054,0.336,36421,0.367,11.462,0.253,0.57,0.017,1584,0,0.476,4.466,19.7,2.163,0.009,0.013,4505,0.004,0.634,0.158,0.483,0.005,0.018,0.017,0.011,0.59,0.507,NA,0.204,0.104,0.573,-90.1977081298828,39.0804786682129
"2500","Newport News","VA",43593,0.211,0.178,0.051,1,0.316,0.181,0.087,0.082,0.095,0.29,36027,0.422,9.192,0.33,0.521,0.025,1807,0,0,5.966,NA,3.348,NA,0.011,3699,0.131,0.648,0.147,0.321,0.004,0.025,0.026,0.038,-0.63,0.367,0.002,0.266,0.091,0.553,-76.745735168457,37.1789703369141
"25102","West Plains","MO",7113,0.369,0.138,0.082,0,0.002,0.016,0.011,0.01,0.011,0.416,26979,0.412,9.392,0.318,0.488,0.008,1252,0,0,4.706,15.2,2.757,-0.014,0.011,2190,-0.006,0.554,0.204,9.312,0.003,0.011,0.013,0.01,0.122,0.524,0.001,0.184,0.101,0.633,-91.5573043823242,37.0019378662109
"25103","Harrison","AR",5682,0.309,0.163,0.1,0,0.001,0.12,0.015,0.017,0.014,0.419,29629,0.418,9.6,0.322,0.537,0.014,1558,1,0,4.871,17.2,5.503,0.002,0.013,1176,-0.097,0.586,0.209,0.714,0.004,0.013,0.013,0.03,0.176,0.455,0.002,0.177,0.114,0.625,-93.2631530761719,36.113468170166
"25104","Heber Springs","AR",3347,0.352,0.175,0.11,0,0.002,0.014,0.013,0.012,0.01,0.364,32635,0.404,8.657,0.318,0.51,0.011,952,1,0,4.875,17.1,6.815,0.021,NA,NA,NA,0.51,0.203,3.186,0.004,0.019,0.016,0.011,-0.446,0.488,0.001,0.167,0.104,0.657,-92.1270904541016,35.7785453796387
"25105","Batesville","AR",4812,0.288,0.172,0.096,0,0.015,0.054,0.019,0.013,0.029,0.375,29503,0.371,6.777,0.304,0.545,0.017,1433,1,0,4.942,15.9,5.831,0.001,0.046,4117,0.008,0.539,0.239,0.574,0.004,0.013,0.015,0.01,0.094,0.626,0.001,0.166,0.11,0.63,-91.6276931762695,35.9889717102051
"25300","Union City","TN",8424,0.244,0.18,0.074,0,0.081,0.124,0.016,0.016,0.014,0.403,30330,0.391,7.44,0.316,0.561,0.013,1641,0,0,5.136,14.9,3.748,-0.009,0.017,2492,0.101,0.588,0.28,4.407,0.004,0.013,0.014,0.017,-0.11,0.713,0.001,0.209,0.1,0.587,-89.1215896606445,36.506534576416
"25401","Paducah","KY",10097,0.218,0.207,0.074,0,0.061,0.22,0.053,0.049,0.054,0.378,34572,0.487,16.296,0.324,0.527,0.014,1698,0.2,0,5.039,17.6,1.106,-0.006,0.022,968,0.029,0.591,0.145,1.741,0.004,0.009,0.009,0.008,0.592,0.677,0.001,0.21,0.114,0.604,-88.6710662841797,37.0740814208984
"25601","Carbondale","IL",19089,0.233,0.202,0.079,1,0.082,0.218,0.05,0.062,0.038,0.418,28913,0.397,9.027,0.307,0.568,0.014,1606,0,0.476,4.463,18.3,3.485,-0.004,0.011,2760,0.017,0.572,0.123,0.85,0.004,0.01,0.009,0.02,0.629,0.524,NA,0.218,0.104,0.559,-89.4100799560547,37.5473556518555
"25602","Harrisburg","IL",2887,0.263,0.258,0.112,0,0.032,0.104,0.02,0.015,0.021,0.429,29680,0.399,9.9,0.3,0.577,0.014,1782,0,0.476,4.601,17.3,4.534,0.009,0.026,6048,-0.018,0.533,0.079,0.316,0.004,0.007,0.009,0.008,1.206,0.525,NA,0.199,0.111,0.582,-88.2475967407227,37.704460144043
"25702","Poplar Bluff","MO",5727,0.366,0.136,0.067,0,0.029,0.112,0.032,0.027,0.031,0.401,28334,0.456,9.572,0.36,0.481,0.011,1175,0,0,4.817,16.2,-4.995,0.011,0.014,2484,-0.114,0.534,0.204,1.071,0.004,0.012,0.009,0.011,-0.443,0.338,0.002,0.214,0.119,0.594,-90.4970626831055,36.8894805908203
"25800","Blytheville","AR",9108,0.399,0.133,0.051,0,0.238,0.228,0.033,0.033,0.035,0.475,26795,0.448,7.453,0.374,0.419,0.012,1499,1,0,4.637,15.9,-12.888,0.029,0.01,1152,-0.07,0.565,0.287,3.356,0.004,0.012,0.016,0.012,-1.007,0.6,0.002,0.306,0.111,0.539,-89.9065399169922,36.0380096435547
"25900","Jonesboro","AR",14565,0.266,0.165,0.081,1,0.043,0.146,0.038,0.032,0.043,0.442,29115,0.429,9.279,0.336,0.554,0.011,1341,1,0,4.696,17.1,0.329,0.003,0.025,2432,-0.003,0.615,0.247,5.676,0.004,0.013,0.011,0.012,-0.394,0.627,0.001,0.198,0.111,0.591,-90.7039337158203,36.1401557922363
"26003","West Cook UT","MN",368,0.162,0.19,0.102,0,0.003,0.037,0,0,0,0.588,39706,0.336,NA,NA,NA,0.038,4652,2.5,17.286,6.391,16.9,NA,NA,NA,NA,NA,0.672,0.062,0.05,NA,0.013,0.007,0.023,3.963,0.474,0.001,0.19,0.103,0.599,-90.2893295288086,48.0081367492676
"26004","International Falls","MN",1255,0.16,0.249,0.174,0,0.002,0.006,0.013,0.012,0.012,0.618,37115,0.352,12.528,0.227,0.611,0.018,3124,2.5,17.286,7.259,16.8,-0.029,0.009,0.139,6322,-0.194,0.601,0.227,1.708,0.006,0.007,0.009,0.058,1.09,0.697,0.001,0.194,0.103,0.584,-93.7525177001953,48.3436889648438
"26101","Moberly","MO",4739,0.2,0.183,0.101,0,0.044,0.087,0.02,0.021,0.02,0.468,29088,0.369,12.936,0.24,0.642,0.017,2002,0,0,5.158,13.8,-2.659,0.006,0.035,2114,-0.062,0.609,0.199,1.468,0.005,0.012,0.015,0.008,0.694,0.64,0.001,0.189,0.11,0.583,-92.274787902832,39.6471519470215
"26102","Marshall","MO",4044,0.206,0.208,0.095,0,0.037,0.093,0.025,0.021,0.032,0.559,31245,0.352,8.005,0.272,0.607,0.014,1563,0,0,5.395,14.9,-2.981,0.002,0.021,11500,-0.026,0.62,0.171,1.541,0.006,0.015,0.015,0.019,0.857,0.651,0.002,0.188,0.101,0.58,-93.2859725952148,39.3893966674805
"26201","Bismarck","ND",10575,0.101,0.346,0.187,1,0.002,0.079,0.038,0.031,0.047,0.541,35396,0.333,12.604,0.207,0.612,0.019,2035,3.44,0,4.835,18.3,5.047,-0.017,0.026,3665,-0.083,0.694,0.048,0.06,0.006,0.017,0.012,0.013,2.551,0.814,0,0.167,0.081,0.596,-101.24137878418,46.9527359008789
"26302","Carrington","ND",616,0.147,0.378,0.333,0,0.001,0.044,0.006,0.011,0.004,0.656,36561,0.321,7.593,0.245,0.682,0.023,1576,3.44,0,4.748,16,6.691,-0.041,NA,NA,NA,0.615,0.112,0.076,0.007,0.004,0.01,0.01,2.557,0.881,0,0.133,0.056,0.63,-98.8668365478516,47.5969772338867
"26303","Turtle Mountain UT","ND",1854,0.346,0.161,0.083,0,0.001,0.46,0.018,0.028,0.006,0.574,25045,0.394,7.113,0.323,0.475,0.016,1726,3.44,0,6.415,12.6,-16.988,0.048,0.06,1344,-0.175,0.58,0.064,3.066,0.005,0.008,0.014,0.012,0.425,1.019,0,0.332,0.097,0.478,-99.5281753540039,48.6522941589355
"26304","Minot","ND",6505,0.131,0.337,0.224,0,0.017,0.088,0.03,0.035,0.026,0.606,31149,0.322,8.634,0.235,0.678,0.018,1625,3.44,0,4.748,16.5,8.783,-0.027,0.027,2021,-0.034,0.668,0.032,0.09,0.006,0.015,0.024,0.019,1.237,0.614,0,0.156,0.079,0.591,-101.18293762207,48.4435234069824
"26401","Ekalaka","SD",304,0.236,0.325,0.23,0,0.002,0.015,0.003,0.004,0,0.665,25283,0.225,NA,NA,NA,0.055,2352,0,0,5.864,11.5,NA,NA,NA,NA,NA,0.692,0.007,0.011,NA,NA,NA,0.008,1.967,0.508,0,0.111,0.074,0.653,-104.398811340332,45.6770401000977
"26402","Baker","MT",353,0.131,0.425,0.213,0,0.001,0,0,0,0,0.713,30325,0.267,NA,NA,NA,0.041,4110,0,0,7.306,12.8,NA,NA,NA,NA,NA,0.665,0.007,0.004,NA,NA,NA,0.01,1.605,0.866,0.002,0.109,0.072,0.651,-104.440422058105,46.3325843811035
"26404","Lemmon","ND",865,0.178,0.378,0.357,0,0.002,0.042,0.001,0,0,0.704,34793,0.31,8.435,0.226,0.673,0.028,1943,3.44,0,6.404,13.4,17.086,-0.036,NA,NA,NA,0.599,0.054,0.593,0.007,0,0.008,0.01,3.161,0.887,0,0.12,0.056,0.633,-102.420112609863,45.9655799865723
"26405","Scobey","MT",NA,NA,NA,NA,0,0,0.007,0.012,0.01,0.012,0.71,32705,0.262,NA,NA,NA,0.033,3841,0,0,8.514,11.8,NA,NA,NA,NA,NA,0.567,0.005,0.005,NA,NA,NA,0.048,2.841,1.308,0.001,0.15,0.085,0.601,-105.599838256836,48.7802352905273
"26406","Wolf Point","MT",1331,0.376,0.181,0.094,0,0.001,0.3,0.014,0.014,0.009,0.7,24254,0.33,5.489,0.275,0.527,0.032,2392,0,0,7.014,14.1,-10.316,0.038,0.079,1200,-0.234,0.626,0.016,2.831,0.005,0.005,0.007,0.008,0.364,0.793,0,0.261,0.106,0.516,-105.277793884277,47.9735641479492
"26407","Plentywood","MT",417,0.16,0.334,0.318,0,0.001,0.014,0.004,0.005,0.002,0.681,33727,0.263,NA,NA,NA,0.028,2408,0,0,7.281,13,NA,NA,NA,NA,NA,0.59,0.028,0,NA,0,0.007,0.018,1.27,0.758,0.001,0.095,0.068,0.607,-104.65380859375,48.6474342346191
"26408","Glasgow","MT",1246,0.223,0.251,0.166,0,0.001,0.213,0.021,0.022,0.014,0.697,31217,0.318,4.758,0.271,0.609,0.037,6900,0,0,7.491,13.6,9.237,-0.028,NA,NA,NA,0.618,0.014,0.082,0.006,0.005,0.01,0.011,1.564,0.597,0.001,0.165,0.074,0.613,-107.298034667969,47.9512710571289
"26412","Williston","ND",2565,0.157,0.442,0.338,0,0.001,0.092,0.014,0.015,0.012,0.702,32277,0.321,7.252,0.248,0.654,0.019,1957,3.44,0,5.093,16.1,9.652,-0.034,0.041,1592,-0.005,0.643,0.033,0.047,0.006,0.01,0.011,0.013,1.353,0.828,0,0.187,0.09,0.584,-103.339866638184,48.2544097900391
"26502","Madison","SD",1345,0.133,0.293,0.184,0,0.003,0.017,0.022,0.018,0.023,0.632,30819,0.323,9.604,0.227,0.686,0.027,2611,0,0,4.547,17.2,13.99,-0.024,0.071,1935,-0.016,0.67,0.167,0.198,0.006,0.014,0.019,0.008,2.281,0.725,0,0.139,0.068,0.564,-97.3513641357422,44.0035781860352
"26503","Sioux Falls","SD",16116,0.096,0.258,0.119,1,0.012,0.082,0.076,0.063,0.087,0.439,36624,0.387,13.17,0.256,0.599,0.028,1707,0,0,5.132,17.3,-0.6,-0.004,0.04,5666,0.023,0.742,0.119,0.492,0.007,0.026,0.019,0.034,1.629,0.643,0.001,0.181,0.089,0.563,-96.8639984130859,43.2444381713867
"26504","Watertown","SD",3798,0.112,0.273,0.144,0,0.001,0.028,0.023,0.02,0.023,0.595,35143,0.33,7.69,0.253,0.683,0.027,2099,0,0,4.92,17.4,14.26,-0.013,0.025,1980,0.376,0.693,0.199,1.113,0.007,0.012,0.015,0.011,1.789,0.826,0.001,0.144,0.071,0.611,-97.2051086425781,44.7741546630859
"26601","Milbank","MN",1850,0.127,0.305,0.17,0,0.001,0.07,0.005,0.003,0.003,0.65,34361,0.31,6.661,0.243,0.686,0.025,5010,2.5,17.286,6.052,15.6,11.685,-0.033,NA,NA,NA,0.596,0.078,0.258,0.007,0.004,0.006,0.01,2.339,1.004,0.001,0.119,0.057,0.635,-96.5079879760742,45.4473838806152
"26603","East Corson UT","SD",822,0.432,0.119,0.07,1,0.001,0.234,0.014,0.011,0.012,0.505,17401,0.457,14.908,0.307,0.465,0.017,1539,0,0,6.853,12.3,-22.102,0.099,0.243,17000,-0.229,0.546,0.016,0,0.006,0.009,0.016,0.005,-0.244,0.693,0,0.344,0.105,0.405,-101.020462036133,46.0272445678711
"26604","Mobridge","SD",715,0.227,0.259,0.111,0,0,0.141,0.003,0.004,0.003,0.708,31322,0.272,4.955,0.222,0.663,0.027,1702,0,0,5.09,15.5,19.04,-0.01,NA,NA,NA,0.593,0.029,0,0.007,0.005,0.006,0.005,2.379,0.834,0.001,0.189,0.083,0.579,-100.26685333252,45.6210784912109
"26701","Bemidji","MN",9053,0.216,0.211,0.095,0,0.002,0.317,0.027,0.027,0.025,0.449,31567,0.395,9.319,0.302,0.577,0.021,2723,2.5,17.286,7.145,16.5,4.087,0.006,0.039,2810,0.074,0.635,0.11,0.506,0.006,0.018,0.017,0.014,1.443,0.564,0.001,0.211,0.087,0.57,-95.277946472168,47.464656829834
"26703","Thief River Falls","MN",2722,0.142,0.292,0.179,0,0.002,0.067,0.01,0.007,0.012,0.534,32095,0.336,9.085,0.245,0.672,0.022,3713,2.5,17.286,6.982,15.6,9.516,-0.032,0.071,2427,-0.091,0.648,0.174,0.287,0.006,0.01,0.013,0.016,2.338,0.826,0,0.164,0.077,0.589,-96.7299499511719,48.2184143066406
"26803","Jamestown","ND",3277,0.129,0.333,0.224,0,0.003,0.04,0.023,0.024,0.021,0.667,32842,0.329,8.37,0.245,0.648,0.02,1406,3.44,0,5.257,16.4,10.253,-0.034,0.052,5551,0.092,0.631,0.104,0.399,0.007,0.01,0.013,0.01,2.26,0.755,0,0.156,0.081,0.571,-98.5546875,46.8599853515625
"2700","Gulfport","MS",36601,0.285,0.158,0.067,1,0.182,0.181,0.036,0.037,0.034,0.298,31028,0.465,12.053,0.344,0.518,0.022,2072,0,0,4.627,18.4,-3.592,0.002,0.004,956,-0.033,0.619,0.133,0.401,0.003,0.02,0.019,0.026,-1.63,0.535,0.002,0.244,0.121,0.549,-89.4176559448242,30.6803550720215
"27001","O'Neill","NE",1599,0.21,0.275,0.189,0,0,0.022,0.005,0.003,0.007,0.653,31084,0.296,6.285,0.234,0.628,0.024,1668,1.72,0,8.565,12,10.016,-0.033,NA,NA,NA,0.654,0.033,0.013,0.006,0.004,0.005,0.007,1.311,0.688,0,0.097,0.06,0.649,-98.7092666625977,42.4437103271484
"27008","Parkston","SD",1958,0.204,0.268,0.157,0,0.001,0.333,0.012,0.013,0.006,0.613,29594,0.34,8.575,0.254,0.631,0.028,1539,0,0,4.736,14.1,6.127,-0.027,NA,NA,NA,0.599,0.066,0.061,0.007,0.007,0.009,0.007,2.774,0.903,0.001,0.14,0.055,0.608,-98.4186553955078,43.1798553466797
"27010","Miller","SD",402,0.183,0.329,0.315,0,0.001,0.353,0.01,0.012,0.013,0.697,39611,0.267,NA,NA,NA,0.035,1977,0,0,5.358,14.3,NA,NA,NA,NA,NA,0.625,0.022,0.011,NA,0.004,0,0.009,3.375,0.722,0,0.111,0.063,0.605,-99.2775802612305,44.5331344604492
"27012","Gettysburg","SD",284,0.168,0.333,0.327,0,0,0,0,0,0,0.729,37190,0.3,NA,NA,NA,0.03,1832,0,0,6.693,14.2,NA,NA,NA,NA,NA,0.614,0.047,0.052,NA,0,0.006,0.004,4.555,1.158,0,0.084,0.074,0.655,-100.195465087891,45.0510025024414
"27101","Willmar","MN",7909,0.111,0.285,0.125,0,0.006,0.181,0.024,0.022,0.025,0.549,35795,0.313,7.697,0.236,0.659,0.018,3638,2.5,17.286,7.863,16.5,5.464,-0.012,0.023,2232,0.046,0.654,0.158,2.415,0.007,0.01,0.012,0.025,2.626,0.844,0.001,0.148,0.074,0.595,-95.7932357788086,45.0299758911133
"27201","Sioux Center","IA",5774,0.083,0.35,0.231,0,0.002,0.047,0.007,0.005,0.006,0.629,32542,0.33,13.264,0.198,0.734,0.023,2097,2.86,3.714,6.003,14.9,10.514,-0.031,0.051,10233,0.195,0.69,0.188,1.407,0.007,0.008,0.01,0.023,2.82,0.928,0.001,0.082,0.042,0.634,-96.3176116943359,43.2065963745117
"27301","Spencer","IA",5338,0.117,0.291,0.185,0,0.001,0.021,0.012,0.009,0.013,0.598,38061,0.37,12.545,0.245,0.684,0.026,2689,2.86,3.714,6.271,14.6,9.503,-0.033,NA,NA,NA,0.657,0.186,0.783,0.008,0.008,0.01,0.011,1.821,0.781,0,0.147,0.077,0.612,-94.7032241821289,43.2080116271973
"27302","Fairmont","MN",4649,0.13,0.259,0.129,0,0.002,0.052,0.017,0.021,0.013,0.576,35648,0.294,7.086,0.223,0.695,0.022,3270,2.5,17.286,7.665,15.3,9.026,-0.013,0.02,2016,0.058,0.648,0.207,1.774,0.007,0.009,0.012,0.016,2.86,0.878,0.001,0.157,0.073,0.608,-94.3489074707031,43.5703163146973
"27502","Creston","IA",2848,0.18,0.235,0.125,0,0.003,0.068,0.012,0.01,0.013,0.556,31082,0.324,8.285,0.241,0.661,0.027,2736,2.86,3.714,6.49,13.4,4.511,-0.018,0.056,6668,0.123,0.649,0.172,1.868,0.006,0.013,0.013,0.016,1.415,0.478,0.001,0.185,0.091,0.599,-94.0072784423828,40.8755035400391
"27504","Carroll","IA",4612,0.127,0.322,0.167,0,0.003,0.178,0.01,0.005,0.014,0.611,34862,0.299,6.69,0.232,0.683,0.025,2694,2.86,3.714,6.048,14.1,6.525,-0.027,NA,NA,NA,0.658,0.168,0.313,0.007,0.01,0.013,0.026,2.376,0.784,0,0.149,0.071,0.604,-94.8914413452148,42.0172080993652
